 CO,47, NC,19, MO,9, NE,5, NH,3
 CA,39, IL,18, MT,9, RI,5, NJ,3
 MI,32, NY,16, CT,8, HI,4, TN,3
 OR,29, VA,16, AK,7, KY,4, AR,2
 TX,28, FL,15, GA,7, NM,4, DE,2
 PA,25, OH,15, MD,7, SC,4, MS,2
 MA,23, MN,12, OK,6, UT,4, NV,2
 WA,23, AZ,11, IA,5, WY,4, ND,1
 IN,22, VT,10, ID,5, AL,3, SD,1
 WI,20, ME,9, LA,5, KS,3, WV,1
,,,,,,,, DC,1
